Batsman,Bowler,Batsman Points,Bowler Points
DR Smith,Shakib Al Hasan,3.0,-3.0
DR Smith,Sohail Tanvir,-24.0,24.0
DR Smith,Sunil Narine,-3.6666666666666665,3.6666666666666665
DR Smith,T Natarajan,13.0,-13.0
DR Smith,T Thushara,15.0,-15.0
DR Smith,TG Southee,24.0,-24.0
DR Smith,TM Dilshan,1.0,-1.0
DR Smith,Trent Boult,13.0,-13.0
DR Smith,UT Yadav,3.0,-3.0
DR Smith,VR Aaron,3.5,-3.5
DR Smith,VS Malik,31.0,-31.0
DR Smith,VY Mahesh,-23.0,23.0
DR Smith,WD Parnell,-23.0,23.0
DR Smith,YK Pathan,-6.0,6.0
DR Smith,Yuzvendra Chahal,14.25,-14.25
DR Smith,Z Khan,17.0,-17.0
DS Kulkarni,A Nehra,-24.0,24.0
DS Kulkarni,AS Rajpoot,9.0,-9.0
DS Kulkarni,B Lee,-2.0,2.0
DS Kulkarni,BA Bhatt,-24.0,24.0
DS Kulkarni,BW Hilfenhaus,4.0,-4.0
DS Kulkarni,Bhuvneshwar Kumar,1.6666666666666667,-1.6666666666666667
DS Kulkarni,CJ Jordan,-23.0,23.0
DS Kulkarni,DW Steyn,9.0,-9.0
DS Kulkarni,Harshal Patel,1.0,-1.0
DS Kulkarni,IK Pathan,1.0,-1.0
DS Kulkarni,J Botha,1.0,-1.0
DS Kulkarni,JA Morkel,9.0,-9.0
DS Kulkarni,JO Holder,3.0,-3.0
DS Kulkarni,Jasprit Bumrah,9.0,-9.0
DS Kulkarni,MJ McClenaghan,1.0,-1.0
DS Kulkarni,MM Patel,-27.0,27.0
DS Kulkarni,Mitchell Starc,-13.0,13.0
DS Kulkarni,R Bhatia,-24.0,24.0
DS Kulkarni,RJ Harris,2.0,-2.0
DS Kulkarni,RP Singh,3.0,-3.0
DS Kulkarni,Rashid Khan,1.0,-1.0
DS Kulkarni,Ravichandran Ashwin,31.0,-31.0
DS Kulkarni,Ravindra Jadeja,7.0,-7.0
DS Kulkarni,Rohit Sharma,2.0,-2.0
DS Kulkarni,S Kaul,1.0,-1.0
DS Kulkarni,S Sreesanth,1.0,-1.0
DS Kulkarni,SJ Srivastava,1.0,-1.0
DS Kulkarni,SR Watson,16.0,-16.0
DS Kulkarni,Sandeep Sharma,6.0,-6.0
DS Kulkarni,Shivam Mavi,1.0,-1.0
DS Kulkarni,TK Curran,2.0,-2.0
DS Kulkarni,VRV Singh,1.0,-1.0
DS Kulkarni,Yuzvendra Chahal,-23.0,23.0
DS Lehmann,B Lee,8.0,-8.0
DS Lehmann,IK Pathan,-22.0,22.0
DS Lehmann,JR Hopes,9.0,-9.0
DS Lehmann,MF Maharoof,-24.0,24.0
DS Lehmann,PP Chawla,9.0,-9.0
DT Christian,A Singh,11.0,-11.0
DT Christian,AB Agarkar,7.0,-7.0
DT Christian,AJ Tye,13.0,-13.0
DT Christian,AL Menaria,2.0,-2.0
DT Christian,AM Salvi,7.0,-7.0
DT Christian,AN Ahmed,15.0,-15.0
DT Christian,Axar Patel,1.0,-1.0
DT Christian,Azhar Mahmood,-16.0,16.0
DT Christian,BJ Hodge,1.0,-1.0
DT Christian,BW Hilfenhaus,24.0,-24.0
DT Christian,Basil Thampi,3.0,-3.0
DT Christian,Bhuvneshwar Kumar,4.0,-4.0
DT Christian,C de Grandhomme,12.0,-12.0
DT Christian,CH Morris,-23.0,23.0
DT Christian,CR Woakes,13.0,-13.0
DT Christian,DJ Bravo,12.0,-12.0
DT Christian,DS Kulkarni,-23.0,23.0
DT Christian,GB Hogg,17.0,-17.0
DT Christian,Harbhajan Singh,-1.2,1.2
DT Christian,IK Pathan,5.0,-5.0
DT Christian,Imran Tahir,1.0,-1.0
DT Christian,Iqbal Abdulla,-4.0,4.0
DT Christian,J Botha,14.5,-14.5
DT Christian,JA Morkel,1.0,-1.0
DT Christian,JDP Oram,1.0,-1.0
DT Christian,JEC Franklin,-27.0,27.0
DT Christian,JP Faulkner,13.0,-13.0
DT Christian,JR Hopes,-11.0,11.0
DT Christian,Jasprit Bumrah,-5.75,5.75
DT Christian,Jaydev Unadkat,4.0,-4.0
DT Christian,KA Pollard,6.75,-6.75
DT Christian,Kuldeep Yadav,1.5,-1.5
DT Christian,L Balaji,14.0,-14.0
DT Christian,Lockie Ferguson,10.0,-10.0
DT Christian,M Morkel,1.0,-1.0
DT Christian,MC Henriques,-27.0,27.0
DT Christian,MG Johnson,4.0,-4.0
DT Christian,MJ McClenaghan,8.0,-8.0
DT Christian,MM Patel,-12.0,12.0
DT Christian,Mohammed Shami,-23.0,23.0
DT Christian,Mohit Sharma,-10.0,10.0
DT Christian,Mujeeb Ur Rahman,2.5,-2.5
DT Christian,NLTC Perera,-24.0,24.0
DT Christian,P Awana,29.0,-29.0
DT Christian,PC Valthaty,0.0,0.0
DT Christian,PJ Sangwan,11.0,-11.0
DT Christian,PP Ojha,20.0,-20.0
DT Christian,Pankaj Singh,9.0,-9.0
DT Christian,Pat Cummins,1.0,-1.0
DT Christian,R Bhatia,-11.0,11.0
DT Christian,R McLaren,23.0,-23.0
DT Christian,R Sathish,2.0,-2.0
DT Christian,R Sharma,1.5,-1.5
DT Christian,RJ Harris,2.0,-2.0
DT Christian,RP Singh,4.0,-4.0
DT Christian,Rahul Chahar,1.0,-1.0
DT Christian,Rashid Khan,1.0,-1.0
DT Christian,Ravichandran Ashwin,2.0,-2.0
DT Christian,Ravindra Jadeja,2.0,-2.0
DT Christian,S Aravind,-24.0,24.0
DT Christian,S Kaul,-14.0,14.0
DT Christian,S Nadeem,9.0,-9.0
DT Christian,SB Jakati,-23.0,23.0
DT Christian,SK Trivedi,-11.0,11.0
DT Christian,SK Warne,2.0,-2.0
DT Christian,SL Malinga,4.333333333333333,-4.333333333333333
DT Christian,Sandeep Sharma,3.0,-3.0
DT Christian,Shakib Al Hasan,3.0,-3.0
DT Christian,Shivam Mavi,3.0,-3.0
DT Christian,T Natarajan,-24.0,24.0
DT Christian,Trent Boult,1.0,-1.0
DT Christian,UT Yadav,-12.333333333333334,12.333333333333334
DT Christian,WD Parnell,2.0,-2.0
DT Christian,Y Nagar,10.0,-10.0
DT Christian,Yuvraj Singh,-4.0,4.0
DT Christian,Z Khan,-27.0,27.0
DT Patil,PP Chawla,8.0,-8.0
DT Patil,SK Trivedi,3.0,-3.0
DT Patil,SK Warne,-19.0,19.0
DW Steyn,A Singh,-17.0,17.0
DW Steyn,AB Dinda,8.0,-8.0
DW Steyn,AB McDonald,-24.0,24.0
DW Steyn,AN Ahmed,2.0,-2.0
DW Steyn,Andre Russell,1.0,-1.0
DW Steyn,Axar Patel,2.0,-2.0
DW Steyn,Bhuvneshwar Kumar,-24.0,24.0
DW Steyn,CH Morris,-12.0,12.0
DW Steyn,CRD Fernando,-27.0,27.0
DW Steyn,DJ Bravo,10.0,-10.0
DW Steyn,DP Nannes,10.0,-10.0
DW Steyn,Faf du Plessis,2.0,-2.0
DW Steyn,Harmeet Singh,-27.0,27.0
DW Steyn,IK Pathan,5.0,-5.0
DW Steyn,Iqbal Abdulla,2.0,-2.0
DW Steyn,JP Faulkner,-4.5,4.5
DW Steyn,Jaydev Unadkat,-13.0,13.0
DW Steyn,Joginder Sharma,-24.0,24.0
DW Steyn,KA Pollard,-7.5,7.5
DW Steyn,KK Cooper,30.0,-30.0
DW Steyn,KW Richardson,9.0,-9.0
DW Steyn,L Balaji,-6.666666666666667,6.666666666666667
DW Steyn,M Ashwin,1.0,-1.0
DW Steyn,M Morkel,-23.0,23.0
DW Steyn,M Muralitharan,-27.0,27.0
DW Steyn,MG Johnson,5.0,-5.0
DW Steyn,MM Patel,2.0,-2.0
DW Steyn,Mitchell Marsh,1.0,-1.0
DW Steyn,P Kumar,1.0,-1.0
DW Steyn,R Vinay Kumar,10.5,-10.5
DW Steyn,RJ Harris,1.0,-1.0
DW Steyn,Ravi Bishnoi,-2.0,2.0
DW Steyn,Ravindra Jadeja,-10.5,10.5
DW Steyn,SK Trivedi,1.0,-1.0
DW Steyn,SL Malinga,-10.0,10.0
DW Steyn,SR Watson,1.0,-1.0
DW Steyn,STR Binny,2.0,-2.0
DW Steyn,Sandeep Sharma,4.0,-4.0
DW Steyn,Sunil Narine,-13.0,13.0
DW Steyn,UT Yadav,-7.333333333333333,7.333333333333333
DW Steyn,VRV Singh,1.0,-1.0
DW Steyn,WD Parnell,-11.0,11.0
DW Steyn,Z Khan,-9.0,9.0
David Miller,A Ashish Reddy,22.0,-22.0
David Miller,A Mishra,7.444444444444445,-7.444444444444445
David Miller,A Nehra,6.75,-6.75
David Miller,AB Agarkar,2.0,-2.0
David Miller,AB Dinda,21.0,-21.0
David Miller,AB McDonald,-19.0,19.0
David Miller,AD Mathews,20.0,-20.0
David Miller,Adam Zampa,10.0,-10.0
David Miller,Aiden Markram,1.0,-1.0
David Miller,Akash Madhwal,-11.0,11.0
David Miller,Andre Russell,3.75,-3.75
David Miller,Anrich Nortje,12.75,-12.75
David Miller,Arshdeep Singh,3.0,-3.0
David Miller,Avesh Khan,6.875,-6.875
David Miller,Axar Patel,-8.0,8.0
David Miller,BA Stokes,10.0,-10.0
David Miller,BAW Mendis,25.0,-25.0
David Miller,BW Hilfenhaus,-2.0,2.0
David Miller,Bhuvneshwar Kumar,5.875,-5.875
David Miller,C Green,14.333333333333334,-14.333333333333334
David Miller,C de Grandhomme,21.0,-21.0
David Miller,CH Gayle,12.0,-12.0
David Miller,CH Morris,-1.875,1.875
David Miller,CJ Anderson,-13.0,13.0
David Miller,CJ Jordan,33.0,-33.0
David Miller,CJ McKay,3.0,-3.0
David Miller,CR Woakes,2.0,-2.0
David Miller,DJ Bravo,2.8,-2.8
David Miller,DJ Harris,12.0,-12.0
David Miller,DJ Mitchell,11.0,-11.0
David Miller,DJG Sammy,-7.0,7.0
David Miller,DL Vettori,2.0,-2.0
David Miller,DR Sams,1.0,-1.0
David Miller,DR Smith,-0.5,0.5
David Miller,DS Kulkarni,-1.8,1.8
David Miller,DT Christian,-15.0,15.0
David Miller,DW Steyn,3.0,-3.0
David Miller,Deepak Chahar,-0.5,0.5
David Miller,Deepak Hooda,14.666666666666666,-14.666666666666666
David Miller,GB Hogg,2.0,-2.0
David Miller,GH Vihari,2.0,-2.0
David Miller,Gerald Coetzee,13.0,-13.0
David Miller,Glenn Maxwell,14.5,-14.5
David Miller,Harbhajan Singh,9.166666666666666,-9.166666666666666
David Miller,Hardik Pandya,-1.6666666666666667,1.6666666666666667
David Miller,Harpreet Brar,2.0,-2.0
David Miller,Harshal Patel,15.285714285714286,-15.285714285714286
David Miller,IC Pandey,10.0,-10.0
David Miller,IK Pathan,1.0,-1.0
David Miller,IS Sodhi,19.0,-19.0
David Miller,Imran Tahir,12.4,-12.4
David Miller,Ishant Sharma,16.5,-16.5
David Miller,J Botha,14.0,-14.0
David Miller,J Suchith,16.0,-16.0
David Miller,J Theron,12.0,-12.0
David Miller,J Yadav,1.0,-1.0
David Miller,JA Morkel,5.333333333333333,-5.333333333333333
David Miller,JDS Neesham,4.0,-4.0
David Miller,JH Kallis,10.5,-10.5
David Miller,JO Holder,-2.0,2.0
David Miller,JP Behrendorff,-8.0,8.0
David Miller,JP Duminy,-9.0,9.0
David Miller,JP Faulkner,14.0,-14.0
David Miller,Jasprit Bumrah,5.428571428571429,-5.428571428571429
David Miller,Jaydev Unadkat,9.75,-9.75
David Miller,Jofra Archer,3.0,-3.0
David Miller,Josh Hazlewood,17.0,-17.0
David Miller,KA Pollard,6.875,-6.875
David Miller,KK Cooper,-9.5,9.5
David Miller,KMDN Kulasekara,10.0,-10.0
David Miller,KR Sen,38.0,-38.0
David Miller,Kagiso Rabada,6.2,-6.2
David Miller,Karn Sharma,3.0,-3.0
David Miller,Khaleel Ahmed,6.666666666666667,-6.666666666666667
David Miller,Krunal Pandya,3.3333333333333335,-3.3333333333333335
David Miller,Kuldeep Yadav,5.8,-5.8
David Miller,Kumar Kartikeya,13.5,-13.5
David Miller,LE Plunkett,2.0,-2.0
David Miller,LJ Wright,54.0,-54.0
David Miller,Liam Livingstone,-21.5,21.5
David Miller,Lockie Ferguson,11.0,-11.0
David Miller,Lungi Ngidi,2.0,-2.0
David Miller,M Ashwin,-23.0,23.0
David Miller,M Kartik,19.0,-19.0
David Miller,M Morkel,1.5,-1.5
David Miller,M Muralitharan,-24.0,24.0
David Miller,MC Henriques,2.5,-2.5
David Miller,MG Johnson,-10.0,10.0
David Miller,MJ McClenaghan,6.333333333333333,-6.333333333333333
David Miller,MM Patel,20.0,-20.0
David Miller,Maheesh Theekshana,24.0,-24.0
David Miller,Marco Jansen,-11.0,11.0
David Miller,Marcus Stoinis,1.0,-1.0
David Miller,Matheesha Pathirana,4.333333333333333,-4.333333333333333
David Miller,Mayank Markande,31.0,-31.0
David Miller,Mitchell Marsh,4.0,-4.0
David Miller,Mitchell Starc,10.0,-10.0
David Miller,Moeen Ali,0.6666666666666666,-0.6666666666666666
David Miller,Mohammad Nabi,2.5,-2.5
David Miller,Mohammed Shami,17.0,-17.0
David Miller,Mohammed Siraj,-10.0,10.0
David Miller,Mohit Sharma,16.0,-16.0
David Miller,Mohsin Khan,4.0,-4.0
David Miller,Mukesh Choudhary,6.5,-6.5
David Miller,Mukesh Kumar,10.666666666666666,-10.666666666666666
David Miller,Mustafizur Rahman,6.75,-6.75
David Miller,NLTC Perera,3.5,-3.5
David Miller,NM Coulter-Nile,-12.666666666666666,12.666666666666666
David Miller,Navdeep Saini,-22.0,22.0
David Miller,Naveen-ul-Haq,2.0,-2.0
David Miller,Nitish Rana,2.0,-2.0
David Miller,OC McCoy,18.0,-18.0
David Miller,OF Smith,9.0,-9.0
David Miller,P Negi,-5.5,5.5
David Miller,PH Solanki,4.0,-4.0
David Miller,PP Chawla,3.5555555555555554,-3.5555555555555554
David Miller,PP Ojha,13.5,-13.5
David Miller,PV Tambe,10.0,-10.0
David Miller,PWH de Silva,1.5,-1.5
David Miller,Pat Cummins,12.333333333333334,-12.333333333333334
David Miller,Prasidh Krishna,21.0,-21.0
David Miller,R Bhatia,13.0,-13.0
David Miller,R Dhawan,5.0,-5.0
David Miller,R Rampaul,29.0,-29.0
David Miller,R Sharma,11.0,-11.0
David Miller,R Vinay Kumar,29.0,-29.0
David Miller,RE van der Merwe,5.0,-5.0
David Miller,RN ten Doeschate,1.0,-1.0
David Miller,RP Meredith,18.5,-18.5
David Miller,RP Singh,33.5,-33.5
David Miller,Rahul Chahar,2.3333333333333335,-2.3333333333333335
David Miller,Rahul Tewatia,5.25,-5.25
David Miller,Rashid Khan,-21.0,21.0
David Miller,Rasikh Salam,11.0,-11.0
David Miller,Ravi Bishnoi,2.5,-2.5
David Miller,Ravichandran Ashwin,4.428571428571429,-4.428571428571429
David Miller,Ravindra Jadeja,12.636363636363637,-12.636363636363637
David Miller,S Aravind,-7.0,7.0
David Miller,S Kaul,23.5,-23.5
David Miller,S Kaushik,8.0,-8.0
David Miller,S Ladda,-13.0,13.0
David Miller,S Lamichhane,15.0,-15.0
David Miller,S Nadeem,15.0,-15.0
David Miller,SC Kuggeleijn,8.0,-8.0
David Miller,SK Raina,2.0,-2.0
David Miller,SL Malinga,-13.0,13.0
David Miller,SMSM Senanayake,-19.0,19.0
David Miller,SN Thakur,3.0,-3.0
David Miller,SR Watson,-1.6666666666666667,1.6666666666666667
David Miller,STR Binny,11.0,-11.0
David Miller,Sam Curran,4.0,-4.0
David Miller,Sandeep Sharma,-9.666666666666666,9.666666666666666
David Miller,Shahbaz Ahmed,8.0,-8.0
David Miller,Shakib Al Hasan,3.0,-3.0
David Miller,Shivam Mavi,-13.0,13.0
David Miller,Shreyas Gopal,14.0,-14.0
David Miller,Simarjeet Singh,11.0,-11.0
David Miller,Sunil Narine,10.125,-10.125
David Miller,Suyash Sharma,26.0,-26.0
David Miller,T Natarajan,-7.0,7.0
David Miller,TG Southee,13.333333333333334,-13.333333333333334
David Miller,TK Curran,2.0,-2.0
David Miller,Trent Boult,6.428571428571429,-6.428571428571429
David Miller,Tushar Deshpande,-10.5,10.5
David Miller,UT Yadav,3.5454545454545454,-3.5454545454545454
David Miller,Umran Malik,-4.0,4.0
David Miller,VR Aaron,5.0,-5.0
David Miller,VS Malik,3.0,-3.0
David Miller,Varun Chakravarthy,7.5,-7.5
David Miller,Vijay Shankar,13.0,-13.0
David Miller,Vijaykumar Vyshak,1.5,-1.5
David Miller,Washington Sundar,3.25,-3.25
David Miller,YK Pathan,-27.0,27.0
David Miller,Yash Dayal,13.5,-13.5
David Miller,Yash Thakur,19.0,-19.0
David Miller,Yuvraj Singh,8.5,-8.5
David Miller,Yuzvendra Chahal,4.888888888888889,-4.888888888888889
David Miller,Z Khan,0.0,0.0
Deepak Chahar,A Mishra,1.0,-1.0
Deepak Chahar,AJ Tye,4.0,-4.0
Deepak Chahar,Axar Patel,17.0,-17.0
Deepak Chahar,Hardik Pandya,-27.0,27.0
Deepak Chahar,I Udana,5.0,-5.0
Deepak Chahar,Jasprit Bumrah,-8.5,8.5
Deepak Chahar,Khaleel Ahmed,2.0,-2.0
Deepak Chahar,Mayank Markande,-27.0,27.0
Deepak Chahar,Mitchell Marsh,1.0,-1.0
Deepak Chahar,NM Coulter-Nile,-2.0,2.0
Deepak Chahar,Pat Cummins,25.0,-25.0
Deepak Chahar,Rahul Chahar,-27.0,27.0
Deepak Chahar,Ravichandran Ashwin,15.0,-15.0
Deepak Chahar,SL Malinga,1.0,-1.0
Deepak Chahar,Sandeep Sharma,-11.0,11.0
Deepak Chahar,Shakib Al Hasan,2.0,-2.0
Deepak Chahar,Sunil Narine,1.0,-1.0
Deepak Chahar,Trent Boult,1.0,-1.0
Deepak Chahar,Z Khan,-27.0,27.0
Deepak Hooda,A Choudhary,16.0,-16.0
Deepak Hooda,A Mishra,4.0,-4.0
Deepak Hooda,AB Dinda,14.0,-14.0
Deepak Hooda,AD Mathews,31.0,-31.0
Deepak Hooda,AF Milne,10.0,-10.0
Deepak Hooda,AJ Tye,-21.0,21.0
Deepak Hooda,AS Joseph,-5.5,5.5
Deepak Hooda,Abdul Samad,6.5,-6.5
Deepak Hooda,Abhishek Sharma,-23.0,23.0
Deepak Hooda,Adam Zampa,-13.0,13.0
Deepak Hooda,Akash Madhwal,2.0,-2.0
Deepak Hooda,Andre Russell,-15.0,15.0
Deepak Hooda,Anrich Nortje,2.0,-2.0
Deepak Hooda,Anukul Roy,24.0,-24.0
Deepak Hooda,Anureet Singh,2.6666666666666665,-2.6666666666666665
Deepak Hooda,Arshdeep Singh,9.0,-9.0
Deepak Hooda,Avesh Khan,10.333333333333334,-10.333333333333334
Deepak Hooda,Axar Patel,7.818181818181818,-7.818181818181818
Deepak Hooda,BCJ Cutting,20.0,-20.0
Deepak Hooda,Bhuvneshwar Kumar,-5.5,5.5
Deepak Hooda,C Green,1.0,-1.0
Deepak Hooda,CH Morris,-7.0,7.0
Deepak Hooda,CJ Jordan,3.0,-3.0
Deepak Hooda,CR Woakes,2.5,-2.5
Deepak Hooda,Chetan Sakariya,12.666666666666666,-12.666666666666666
Deepak Hooda,D Pretorius,2.0,-2.0
Deepak Hooda,D Wiese,-10.5,10.5
Deepak Hooda,DJ Bravo,-6.333333333333333,6.333333333333333
Deepak Hooda,DJ Willey,3.0,-3.0
Deepak Hooda,DR Sams,4.0,-4.0
Deepak Hooda,DS Kulkarni,1.0,-1.0
Deepak Hooda,Deepak Chahar,-13.666666666666666,13.666666666666666
Deepak Hooda,Fazalhaq Farooqi,1.0,-1.0
Deepak Hooda,Gerald Coetzee,9.0,-9.0
Deepak Hooda,Glenn Maxwell,13.0,-13.0
Deepak Hooda,Harbhajan Singh,-24.0,24.0
Deepak Hooda,Hardik Pandya,9.4,-9.4
Deepak Hooda,Harpreet Brar,2.0,-2.0
Deepak Hooda,Harshal Patel,3.6666666666666665,-3.6666666666666665
Deepak Hooda,Harshit Rana,9.0,-9.0
Deepak Hooda,Imran Tahir,1.3333333333333333,-1.3333333333333333
Deepak Hooda,Iqbal Abdulla,-27.0,27.0
Deepak Hooda,Ishant Sharma,-25.0,25.0
Deepak Hooda,JO Holder,-7.0,7.0
Deepak Hooda,JP Behrendorff,-5.333333333333333,5.333333333333333
Deepak Hooda,Jasprit Bumrah,1.1428571428571428,-1.1428571428571428
Deepak Hooda,Jaydev Unadkat,0.0,0.0
Deepak Hooda,Jofra Archer,1.0,-1.0
Deepak Hooda,Josh Hazlewood,21.0,-21.0
Deepak Hooda,KA Jamieson,1.0,-1.0
Deepak Hooda,KA Pollard,4.0,-4.0
Deepak Hooda,KC Cariappa,1.0,-1.0
Deepak Hooda,KMA Paul,-24.0,24.0
Deepak Hooda,KR Sen,-24.0,24.0
Deepak Hooda,Kagiso Rabada,5.5,-5.5
Deepak Hooda,Karanveer Singh,29.0,-29.0
Deepak Hooda,Karn Sharma,-18.0,18.0
Deepak Hooda,Kartik Tyagi,-27.0,27.0
Deepak Hooda,Khaleel Ahmed,2.0,-2.0
Deepak Hooda,Krunal Pandya,3.25,-3.25
Deepak Hooda,Kuldeep Yadav,1.625,-1.625
Deepak Hooda,Lalit Yadav,4.0,-4.0
Deepak Hooda,Liam Livingstone,21.0,-21.0
Deepak Hooda,Lockie Ferguson,3.0,-3.0
Deepak Hooda,Lungi Ngidi,15.0,-15.0
Deepak Hooda,M Morkel,2.0,-2.0
Deepak Hooda,MC Henriques,1.0,-1.0
Deepak Hooda,MG Johnson,1.0,-1.0
Deepak Hooda,MJ McClenaghan,5.0,-5.0
Deepak Hooda,Marcus Stoinis,18.0,-18.0
Deepak Hooda,Matheesha Pathirana,19.0,-19.0
Deepak Hooda,Mayank Markande,10.0,-10.0
Deepak Hooda,Mitchell Marsh,-2.0,2.0
Deepak Hooda,Mitchell Santner,-24.0,24.0
Deepak Hooda,Mitchell Starc,-10.0,10.0
Deepak Hooda,Moeen Ali,1.0,-1.0
Deepak Hooda,Mohammed Shami,1.5,-1.5
Deepak Hooda,Mohammed Siraj,-8.333333333333334,8.333333333333334
Deepak Hooda,Mohit Sharma,-7.2,7.2
Deepak Hooda,Mujeeb Ur Rahman,1.0,-1.0
Deepak Hooda,Mukesh Kumar,4.0,-4.0
Deepak Hooda,Mustafizur Rahman,6.6,-6.6
Deepak Hooda,N Burger,21.0,-21.0
Deepak Hooda,NLTC Perera,1.0,-1.0
Deepak Hooda,NM Coulter-Nile,2.5,-2.5
Deepak Hooda,Nehal Wadhera,12.0,-12.0
Deepak Hooda,OC McCoy,15.0,-15.0
Deepak Hooda,P Negi,15.0,-15.0
Deepak Hooda,PP Chawla,-0.6,0.6
Deepak Hooda,PWH de Silva,-5.333333333333333,5.333333333333333
Deepak Hooda,Prasidh Krishna,-9.0,9.0
Deepak Hooda,R Dhawan,8.0,-8.0
Deepak Hooda,R Sathish,4.0,-4.0
Deepak Hooda,RP Meredith,-27.0,27.0
Deepak Hooda,RS Bopara,4.0,-4.0
Deepak Hooda,Rahul Chahar,7.5,-7.5
Deepak Hooda,Rahul Tewatia,5.0,-5.0
Deepak Hooda,Rashid Khan,-5.833333333333333,5.833333333333333
Deepak Hooda,Ravichandran Ashwin,-5.571428571428571,5.571428571428571
Deepak Hooda,Ravindra Jadeja,0.75,-0.75
Deepak Hooda,Riyan Parag,-2.0,2.0
Deepak Hooda,Romario Shepherd,-11.0,11.0
Deepak Hooda,S Aravind,-23.0,23.0
Deepak Hooda,S Kaushik,6.0,-6.0
Deepak Hooda,S Lamichhane,-22.0,22.0
Deepak Hooda,SL Malinga,-27.0,27.0
Deepak Hooda,SN Thakur,4.125,-4.125
Deepak Hooda,SR Watson,-11.5,11.5
Deepak Hooda,Sai Kishore,4.0,-4.0
Deepak Hooda,Sam Curran,5.5,-5.5
Deepak Hooda,Sandeep Sharma,-2.6,2.6
Deepak Hooda,Shahbaz Ahmed,1.0,-1.0
Deepak Hooda,Shakib Al Hasan,1.5,-1.5
Deepak Hooda,Shivam Dube,25.0,-25.0
Deepak Hooda,Shivam Mavi,-1.0,1.0
Deepak Hooda,Shivam Sharma,-17.0,17.0
Deepak Hooda,Shreyas Gopal,38.0,-38.0
Deepak Hooda,Sikandar Raza,-27.0,27.0
Deepak Hooda,Sunil Narine,-1.5714285714285714,1.5714285714285714
Deepak Hooda,T Natarajan,10.0,-10.0
Deepak Hooda,T Shamsi,1.0,-1.0
Deepak Hooda,TG Southee,1.0,-1.0
Deepak Hooda,TS Mills,11.5,-11.5
Deepak Hooda,Trent Boult,12.25,-12.25
Deepak Hooda,UT Yadav,8.0,-8.0
Deepak Hooda,Umran Malik,55.0,-55.0
Deepak Hooda,VR Aaron,31.0,-31.0
Deepak Hooda,Vaibhav Arora,10.0,-10.0
Deepak Hooda,Varun Chakravarthy,-27.0,27.0
Deepak Hooda,Vijay Shankar,9.0,-9.0
Deepak Hooda,WD Parnell,-16.0,16.0
Deepak Hooda,Washington Sundar,2.0,-2.0
Deepak Hooda,Yash Dayal,17.0,-17.0
Deepak Hooda,Yuvraj Singh,2.0,-2.0
Deepak Hooda,Yuzvendra Chahal,-0.2,0.2
Deepak Hooda,Z Khan,13.0,-13.0
Devdutt Padikkal,AS Joseph,9.0,-9.0
Devdutt Padikkal,Abhishek Sharma,14.0,-14.0
Devdutt Padikkal,Aiden Markram,-2.0,2.0
Devdutt Padikkal,Akash Deep,5.0,-5.0
Devdutt Padikkal,Akash Singh,4.0,-4.0
Devdutt Padikkal,Andre Russell,-11.0,11.0
Devdutt Padikkal,Anrich Nortje,-12.0,12.0
Devdutt Padikkal,Anukul Roy,2.0,-2.0
Devdutt Padikkal,Arshad Khan,1.0,-1.0
Devdutt Padikkal,Arshdeep Singh,1.0,-1.0
Devdutt Padikkal,Avesh Khan,-11.5,11.5
Devdutt Padikkal,Axar Patel,22.0,-22.0
Devdutt Padikkal,Ayush Badoni,1.0,-1.0
Devdutt Padikkal,Bhuvneshwar Kumar,-0.6666666666666666,0.6666666666666666
Devdutt Padikkal,CH Morris,22.0,-22.0
Devdutt Padikkal,Chetan Sakariya,16.0,-16.0
Devdutt Padikkal,DJ Bravo,4.5,-4.5
Devdutt Padikkal,DJ Willey,4.5,-4.5
Devdutt Padikkal,DR Sams,18.5,-18.5
Devdutt Padikkal,Deepak Chahar,19.5,-19.5
Devdutt Padikkal,Dushmantha Chameera,22.5,-22.5
Devdutt Padikkal,Fazalhaq Farooqi,-2.0,2.0
Devdutt Padikkal,Glenn Maxwell,4.25,-4.25
Devdutt Padikkal,HR Shokeen,-27.0,27.0
Devdutt Padikkal,Harbhajan Singh,11.0,-11.0
Devdutt Padikkal,Hardik Pandya,-0.3333333333333333,0.3333333333333333
Devdutt Padikkal,Harpreet Brar,2.5,-2.5
Devdutt Padikkal,Harshal Patel,-2.6666666666666665,2.6666666666666665
Devdutt Padikkal,Ishant Sharma,-1.0,1.0
Devdutt Padikkal,J Little,13.0,-13.0
Devdutt Padikkal,JL Pattinson,27.5,-27.5
Devdutt Padikkal,JO Holder,3.0,-3.0
Devdutt Padikkal,Jasprit Bumrah,-6.0,6.0
Devdutt Padikkal,Jaydev Unadkat,19.0,-19.0
Devdutt Padikkal,Jofra Archer,-1.0,1.0
Devdutt Padikkal,Josh Hazlewood,5.0,-5.0
Devdutt Padikkal,K Gowtham,-27.0,27.0
Devdutt Padikkal,KA Pollard,5.0,-5.0
Devdutt Padikkal,Kagiso Rabada,16.833333333333332,-16.833333333333332
Devdutt Padikkal,Karn Sharma,16.0,-16.0
Devdutt Padikkal,Kartik Tyagi,13.5,-13.5
Devdutt Padikkal,Khaleel Ahmed,-27.0,27.0
Devdutt Padikkal,Krunal Pandya,18.333333333333332,-18.333333333333332
Devdutt Padikkal,Kuldeep Yadav,8.0,-8.0
